,title,timestamp,generations
0,.pm,2004-12-31 00:00:00,2
1,.pm,2005-12-31 00:00:00,7
2,.pm,2006-12-31 00:00:00,22
3,.pm,2007-12-31 00:00:00,18
4,.pm,2008-12-31 00:00:00,12
5,.pm,2009-12-31 00:00:00,3
6,.pm,2010-12-31 00:00:00,10
7,.pm,2011-12-31 00:00:00,13
8,.pm,2013-12-31 00:00:00,4
9,11th Alpini Regiment,2007-12-31 00:00:00,6
10,11th Alpini Regiment,2008-12-31 00:00:00,1
11,11th Alpini Regiment,2009-12-31 00:00:00,3
12,11th Alpini Regiment,2010-12-31 00:00:00,5
13,11th Alpini Regiment,2011-12-31 00:00:00,4
14,11th Alpini Regiment,2012-12-31 00:00:00,6
15,11th Alpini Regiment,2013-12-31 00:00:00,3
16,11th Alpini Regiment,2014-12-31 00:00:00,1
17,14th Manitoba Legislature,2012-12-31 00:00:00,4
18,14th Manitoba Legislature,2013-12-31 00:00:00,7
19,14th Manitoba Legislature,2014-12-31 00:00:00,3
20,14th Manitoba Legislature,2015-12-31 00:00:00,3
21,1535 Päijänne,2008-12-31 00:00:00,4
22,1535 Päijänne,2009-12-31 00:00:00,7
23,1535 Päijänne,2010-12-31 00:00:00,5
24,1535 Päijänne,2011-12-31 00:00:00,7
25,1535 Päijänne,2012-12-31 00:00:00,2
26,1535 Päijänne,2013-12-31 00:00:00,2
27,1535 Päijänne,2015-12-31 00:00:00,3
28,1535 Päijänne,2016-12-31 00:00:00,6
29,1667 in France,2015-12-31 00:00:00,1
30,172nd Infantry Brigade (United States),2005-12-31 00:00:00,22
31,172nd Infantry Brigade (United States),2006-12-31 00:00:00,39
32,172nd Infantry Brigade (United States),2007-12-31 00:00:00,31
33,172nd Infantry Brigade (United States),2008-12-31 00:00:00,148
34,172nd Infantry Brigade (United States),2009-12-31 00:00:00,34
35,172nd Infantry Brigade (United States),2010-12-31 00:00:00,43
36,172nd Infantry Brigade (United States),2011-12-31 00:00:00,27
37,172nd Infantry Brigade (United States),2012-12-31 00:00:00,18
38,172nd Infantry Brigade (United States),2013-12-31 00:00:00,23
39,172nd Infantry Brigade (United States),2014-12-31 00:00:00,10
40,172nd Infantry Brigade (United States),2015-12-31 00:00:00,15
41,172nd Infantry Brigade (United States),2016-12-31 00:00:00,8
42,1855 in Scotland,2013-12-31 00:00:00,4
43,1855 in Scotland,2014-12-31 00:00:00,12
44,1855 in Scotland,2015-12-31 00:00:00,5
45,1855 in Scotland,2016-12-31 00:00:00,11
46,1898 VPI football team,2015-12-31 00:00:00,11
47,1898 VPI football team,2016-12-31 00:00:00,4
48,1915 Quetzalcóatl,2016-12-31 00:00:00,2
49,1925 Florida Gators football team,2007-12-31 00:00:00,1
50,1925 Florida Gators football team,2009-12-31 00:00:00,2
51,1925 Florida Gators football team,2010-12-31 00:00:00,1
52,1925 Florida Gators football team,2015-12-31 00:00:00,115
53,1925 Florida Gators football team,2016-12-31 00:00:00,16
54,1952–53 Austrian football championship,2008-12-31 00:00:00,5
55,1952–53 Austrian football championship,2009-12-31 00:00:00,3
56,1952–53 Austrian football championship,2010-12-31 00:00:00,8
57,1952–53 Austrian football championship,2011-12-31 00:00:00,7
58,1952–53 Austrian football championship,2013-12-31 00:00:00,2
59,1952–53 Austrian football championship,2015-12-31 00:00:00,2
60,1953 in television,2003-12-31 00:00:00,17
61,1953 in television,2004-12-31 00:00:00,24
62,1953 in television,2005-12-31 00:00:00,23
63,1953 in television,2006-12-31 00:00:00,9
64,1953 in television,2007-12-31 00:00:00,14
65,1953 in television,2008-12-31 00:00:00,9
66,1953 in television,2009-12-31 00:00:00,12
67,1953 in television,2010-12-31 00:00:00,10
68,1953 in television,2011-12-31 00:00:00,26
69,1953 in television,2012-12-31 00:00:00,6
70,1953 in television,2013-12-31 00:00:00,7
71,1953 in television,2014-12-31 00:00:00,15
72,1953 in television,2015-12-31 00:00:00,17
73,1953 in television,2016-12-31 00:00:00,4
74,1957–58 Boston Celtics season,2012-12-31 00:00:00,4
75,1957–58 Boston Celtics season,2013-12-31 00:00:00,3
76,1957–58 Boston Celtics season,2014-12-31 00:00:00,2
77,1957–58 Boston Celtics season,2015-12-31 00:00:00,1
78,1957–58 Boston Celtics season,2016-12-31 00:00:00,3
79,1958 Nebraska Cornhuskers football team,2010-12-31 00:00:00,4
80,1958 Nebraska Cornhuskers football team,2011-12-31 00:00:00,2
81,1958 Nebraska Cornhuskers football team,2012-12-31 00:00:00,9
82,1958 Nebraska Cornhuskers football team,2013-12-31 00:00:00,4
83,1958 Nebraska Cornhuskers football team,2015-12-31 00:00:00,1
84,1958 Nebraska Cornhuskers football team,2016-12-31 00:00:00,1
85,1963 WCHA Men's Ice Hockey Tournament,2014-12-31 00:00:00,9
86,1963 WCHA Men's Ice Hockey Tournament,2016-12-31 00:00:00,1
87,1973 New York Jets season,2007-12-31 00:00:00,2
88,1973 New York Jets season,2008-12-31 00:00:00,4
89,1973 New York Jets season,2009-12-31 00:00:00,9
90,1973 New York Jets season,2010-12-31 00:00:00,1
91,1973 New York Jets season,2011-12-31 00:00:00,3
92,1973 New York Jets season,2013-12-31 00:00:00,8
93,1973 New York Jets season,2014-12-31 00:00:00,3
94,1973 New York Jets season,2015-12-31 00:00:00,4
95,1973 New York Jets season,2016-12-31 00:00:00,4
96,1980 Ohio State Buckeyes football team,2008-12-31 00:00:00,5
97,1980 Ohio State Buckeyes football team,2009-12-31 00:00:00,16
98,1980 Ohio State Buckeyes football team,2010-12-31 00:00:00,3
99,1980 Ohio State Buckeyes football team,2011-12-31 00:00:00,3
100,1980 Ohio State Buckeyes football team,2012-12-31 00:00:00,5
101,1980 Ohio State Buckeyes football team,2013-12-31 00:00:00,14
102,1980 Ohio State Buckeyes football team,2014-12-31 00:00:00,31
103,1980 Ohio State Buckeyes football team,2015-12-31 00:00:00,15
104,1981 Canadian Ladies Curling Association Championship,2012-12-31 00:00:00,11
105,1981 Canadian Ladies Curling Association Championship,2013-12-31 00:00:00,2
106,1986 European Super Cup,2008-12-31 00:00:00,4
107,1986 European Super Cup,2009-12-31 00:00:00,12
108,1986 European Super Cup,2010-12-31 00:00:00,21
109,1986 European Super Cup,2011-12-31 00:00:00,9
110,1986 European Super Cup,2012-12-31 00:00:00,8
111,1986 European Super Cup,2013-12-31 00:00:00,4
112,1986 European Super Cup,2014-12-31 00:00:00,10
113,1986 European Super Cup,2015-12-31 00:00:00,2
114,1988 WTA German Open – Singles,2009-12-31 00:00:00,1
115,1988 WTA German Open – Singles,2010-12-31 00:00:00,4
116,1988 WTA German Open – Singles,2012-12-31 00:00:00,1
117,1988 WTA German Open – Singles,2013-12-31 00:00:00,3
118,1988 WTA German Open – Singles,2016-12-31 00:00:00,3
119,1989 TFL Statewide League season,2009-12-31 00:00:00,58
120,1989 TFL Statewide League season,2010-12-31 00:00:00,18
121,1989 TFL Statewide League season,2011-12-31 00:00:00,8
122,1989 TFL Statewide League season,2012-12-31 00:00:00,2
123,1989 TFL Statewide League season,2013-12-31 00:00:00,4
124,1989 TFL Statewide League season,2015-12-31 00:00:00,2
125,1989 TFL Statewide League season,2016-12-31 00:00:00,1
126,1993 FIVB Volleyball World League,2008-12-31 00:00:00,14
127,1993 FIVB Volleyball World League,2009-12-31 00:00:00,5
128,1993 FIVB Volleyball World League,2010-12-31 00:00:00,6
129,1993 FIVB Volleyball World League,2011-12-31 00:00:00,4
130,1993 FIVB Volleyball World League,2012-12-31 00:00:00,10
131,1993 FIVB Volleyball World League,2013-12-31 00:00:00,5
132,1993 FIVB Volleyball World League,2014-12-31 00:00:00,12
133,1993 FIVB Volleyball World League,2015-12-31 00:00:00,1
134,1993 FIVB Volleyball World League,2016-12-31 00:00:00,2
135,1993–94 Mexican Primera División season,2009-12-31 00:00:00,3
136,1993–94 Mexican Primera División season,2010-12-31 00:00:00,8
137,1993–94 Mexican Primera División season,2011-12-31 00:00:00,2
138,1993–94 Mexican Primera División season,2012-12-31 00:00:00,3
139,1993–94 Mexican Primera División season,2013-12-31 00:00:00,6
140,1993–94 Mexican Primera División season,2014-12-31 00:00:00,11
141,1993–94 Mexican Primera División season,2015-12-31 00:00:00,4
142,1993–94 Mexican Primera División season,2016-12-31 00:00:00,19
143,1995 3. Divisjon,2010-12-31 00:00:00,1
144,1995 3. Divisjon,2011-12-31 00:00:00,1
145,1995 3. Divisjon,2012-12-31 00:00:00,2
146,1995 3. Divisjon,2013-12-31 00:00:00,5
147,1995 3. Divisjon,2015-12-31 00:00:00,1
148,1995–96 Cypriot Cup,2015-12-31 00:00:00,10
149,1995–96 Cypriot Cup,2016-12-31 00:00:00,6
150,1996 CA-TennisTrophy – Singles,2009-12-31 00:00:00,3
151,1996 CA-TennisTrophy – Singles,2010-12-31 00:00:00,2
152,1996 CA-TennisTrophy – Singles,2011-12-31 00:00:00,1
153,1996 CA-TennisTrophy – Singles,2012-12-31 00:00:00,3
154,1996 CA-TennisTrophy – Singles,2013-12-31 00:00:00,4
155,1996 CA-TennisTrophy – Singles,2016-12-31 00:00:00,2
156,1998 Pilot Pen International – Women's Singles,2010-12-31 00:00:00,3
157,1998 Pilot Pen International – Women's Singles,2011-12-31 00:00:00,1
158,1998 Pilot Pen International – Women's Singles,2013-12-31 00:00:00,2
159,"20,000 Watt R.S.L.",2005-12-31 00:00:00,3
160,"20,000 Watt R.S.L.",2006-12-31 00:00:00,13
161,"20,000 Watt R.S.L.",2007-12-31 00:00:00,10
162,"20,000 Watt R.S.L.",2008-12-31 00:00:00,12
163,"20,000 Watt R.S.L.",2009-12-31 00:00:00,7
164,"20,000 Watt R.S.L.",2010-12-31 00:00:00,7
165,"20,000 Watt R.S.L.",2011-12-31 00:00:00,8
166,"20,000 Watt R.S.L.",2012-12-31 00:00:00,3
167,"20,000 Watt R.S.L.",2013-12-31 00:00:00,4
168,"20,000 Watt R.S.L.",2014-12-31 00:00:00,8
169,"20,000 Watt R.S.L.",2015-12-31 00:00:00,3
170,2000 IIHF World Championship Final,2010-12-31 00:00:00,29
171,2000 IIHF World Championship Final,2011-12-31 00:00:00,3
172,2000 IIHF World Championship Final,2012-12-31 00:00:00,6
173,2000 IIHF World Championship Final,2013-12-31 00:00:00,3
174,2000 IIHF World Championship Final,2014-12-31 00:00:00,8
175,2000 IIHF World Championship Final,2015-12-31 00:00:00,3
176,2004 J&S Cup – Singles,2009-12-31 00:00:00,6
177,2004 J&S Cup – Singles,2010-12-31 00:00:00,3
178,2004 J&S Cup – Singles,2013-12-31 00:00:00,4
179,2004 J&S Cup – Singles,2014-12-31 00:00:00,2
180,2004 J&S Cup – Singles,2015-12-31 00:00:00,1
181,2004 J&S Cup – Singles,2016-12-31 00:00:00,1
182,2006 Internazionali BNL d'Italia – Men's Singles,2008-12-31 00:00:00,13
183,2006 Internazionali BNL d'Italia – Men's Singles,2009-12-31 00:00:00,7
184,2006 Internazionali BNL d'Italia – Men's Singles,2010-12-31 00:00:00,6
185,2006 Internazionali BNL d'Italia – Men's Singles,2011-12-31 00:00:00,1
186,2006 Internazionali BNL d'Italia – Men's Singles,2012-12-31 00:00:00,4
187,2006 Internazionali BNL d'Italia – Men's Singles,2013-12-31 00:00:00,7
188,2006 Internazionali BNL d'Italia – Men's Singles,2014-12-31 00:00:00,3
189,2006 Internazionali BNL d'Italia – Men's Singles,2015-12-31 00:00:00,1
190,2006 RCA Championships – Singles,2011-12-31 00:00:00,3
191,2006 RCA Championships – Singles,2013-12-31 00:00:00,3
192,2006 RCA Championships – Singles,2014-12-31 00:00:00,4
193,2006 RCA Championships – Singles,2016-12-31 00:00:00,1
194,2006 Tour of the Basque Country,2006-12-31 00:00:00,19
195,2006 Tour of the Basque Country,2007-12-31 00:00:00,14
196,2006 Tour of the Basque Country,2008-12-31 00:00:00,15
197,2006 Tour of the Basque Country,2009-12-31 00:00:00,5
198,2006 Tour of the Basque Country,2010-12-31 00:00:00,6
199,2006 Tour of the Basque Country,2011-12-31 00:00:00,4
200,2006 Tour of the Basque Country,2012-12-31 00:00:00,2
201,2006 Tour of the Basque Country,2013-12-31 00:00:00,3
202,2006 Tour of the Basque Country,2014-12-31 00:00:00,1
203,2006 Tour of the Basque Country,2015-12-31 00:00:00,1
204,2006 Tour of the Basque Country,2016-12-31 00:00:00,1
205,2007 Munster Senior Hurling Championship Final,2009-12-31 00:00:00,21
206,2007 Munster Senior Hurling Championship Final,2010-12-31 00:00:00,2
207,2007 Munster Senior Hurling Championship Final,2011-12-31 00:00:00,1
208,2007 Munster Senior Hurling Championship Final,2012-12-31 00:00:00,7
209,2007 Munster Senior Hurling Championship Final,2013-12-31 00:00:00,2
210,2007 Munster Senior Hurling Championship Final,2014-12-31 00:00:00,2
211,2008 Mid-American Conference Baseball Tournament,2013-12-31 00:00:00,2
212,2008 Mid-American Conference Baseball Tournament,2014-12-31 00:00:00,1
213,2008 Mid-American Conference Baseball Tournament,2015-12-31 00:00:00,2
214,2010 in Albanian television,2015-12-31 00:00:00,5
215,2011 Conference USA football season,2011-12-31 00:00:00,149
216,2011 Conference USA football season,2012-12-31 00:00:00,15
217,2011 Conference USA football season,2014-12-31 00:00:00,1
218,2011–12 FC Politehnica Timișoara season,2011-12-31 00:00:00,108
219,2011–12 FC Politehnica Timișoara season,2012-12-31 00:00:00,12
220,2011–12 FC Politehnica Timișoara season,2013-12-31 00:00:00,7
221,2011–12 FC Politehnica Timișoara season,2014-12-31 00:00:00,1
222,2011–12 FC Politehnica Timișoara season,2015-12-31 00:00:00,8
223,2011–12 FC Politehnica Timișoara season,2016-12-31 00:00:00,5
224,2011–12 NCAA Division I women's basketball rankings,2011-12-31 00:00:00,2
225,2011–12 NCAA Division I women's basketball rankings,2012-12-31 00:00:00,12
226,2011–12 NCAA Division I women's basketball rankings,2013-12-31 00:00:00,2
227,2011–12 NCAA Division I women's basketball rankings,2015-12-31 00:00:00,1
228,2012 Città di Caltanissetta – Singles,2012-12-31 00:00:00,83
229,2012 Città di Caltanissetta – Singles,2013-12-31 00:00:00,2
230,2012 Città di Caltanissetta – Singles,2014-12-31 00:00:00,5
231,2012 Città di Caltanissetta – Singles,2016-12-31 00:00:00,2
232,2012–13 SC Paderborn 07 season,2012-12-31 00:00:00,8
233,2012–13 SC Paderborn 07 season,2013-12-31 00:00:00,11
234,2012–13 SC Paderborn 07 season,2015-12-31 00:00:00,6
235,2013 in Singapore,2013-12-31 00:00:00,46
236,2013 in Singapore,2014-12-31 00:00:00,12
237,2013 in Singapore,2015-12-31 00:00:00,5
238,2013 in Singapore,2016-12-31 00:00:00,2
239,2013–14 Wigan Athletic F.C. season,2013-12-31 00:00:00,388
240,2013–14 Wigan Athletic F.C. season,2014-12-31 00:00:00,161
241,2013–14 Wigan Athletic F.C. season,2015-12-31 00:00:00,6
242,2013–14 Wigan Athletic F.C. season,2016-12-31 00:00:00,1
243,2013–14 Xavier Musketeers men's basketball team,2013-12-31 00:00:00,42
244,2013–14 Xavier Musketeers men's basketball team,2014-12-31 00:00:00,35
245,2013–14 Xavier Musketeers men's basketball team,2015-12-31 00:00:00,2
246,2013–14 Xavier Musketeers men's basketball team,2016-12-31 00:00:00,2
247,2014 Copa del Sol,2014-12-31 00:00:00,78
248,2014 Copa del Sol,2015-12-31 00:00:00,1
249,2014 Northwest Territories fires,2014-12-31 00:00:00,7
250,2014 Northwest Territories fires,2015-12-31 00:00:00,1
251,2014 Northwest Territories fires,2016-12-31 00:00:00,2
252,2014–15 Beitar Jerusalem F.C. season,2014-12-31 00:00:00,110
253,2014–15 Beitar Jerusalem F.C. season,2015-12-31 00:00:00,85
254,2015 Santosh Trophy qualification,2014-12-31 00:00:00,10
255,2015 Santosh Trophy qualification,2015-12-31 00:00:00,66
256,20Q,2005-12-31 00:00:00,29
257,20Q,2006-12-31 00:00:00,70
258,20Q,2007-12-31 00:00:00,44
259,20Q,2008-12-31 00:00:00,27
260,20Q,2009-12-31 00:00:00,27
261,20Q,2010-12-31 00:00:00,6
262,20Q,2011-12-31 00:00:00,15
263,20Q,2012-12-31 00:00:00,12
264,20Q,2013-12-31 00:00:00,8
265,20Q,2014-12-31 00:00:00,4
266,20Q,2015-12-31 00:00:00,8
267,20Q,2016-12-31 00:00:00,3
268,32nd Canadian Parliament,2004-12-31 00:00:00,13
269,32nd Canadian Parliament,2005-12-31 00:00:00,37
270,32nd Canadian Parliament,2006-12-31 00:00:00,39
271,32nd Canadian Parliament,2007-12-31 00:00:00,54
272,32nd Canadian Parliament,2008-12-31 00:00:00,12
273,32nd Canadian Parliament,2009-12-31 00:00:00,12
274,32nd Canadian Parliament,2010-12-31 00:00:00,7
275,32nd Canadian Parliament,2011-12-31 00:00:00,14
276,32nd Canadian Parliament,2012-12-31 00:00:00,8
277,32nd Canadian Parliament,2013-12-31 00:00:00,8
278,32nd Canadian Parliament,2014-12-31 00:00:00,4
279,32nd Canadian Parliament,2015-12-31 00:00:00,5
280,32nd Canadian Parliament,2016-12-31 00:00:00,1
281,44th Infantry Brigade (United Kingdom),2008-12-31 00:00:00,18
282,44th Infantry Brigade (United Kingdom),2009-12-31 00:00:00,5
283,44th Infantry Brigade (United Kingdom),2010-12-31 00:00:00,2
284,44th Infantry Brigade (United Kingdom),2011-12-31 00:00:00,5
285,44th Infantry Brigade (United Kingdom),2012-12-31 00:00:00,4
286,44th Infantry Brigade (United Kingdom),2013-12-31 00:00:00,2
287,44th Infantry Brigade (United Kingdom),2014-12-31 00:00:00,7
288,44th Infantry Brigade (United Kingdom),2015-12-31 00:00:00,18
289,44th Infantry Brigade (United Kingdom),2016-12-31 00:00:00,1
290,8th & Pine (St. Louis MetroLink),2016-12-31 00:00:00,1
291,A Frolic of His Own,2006-12-31 00:00:00,9
292,A Frolic of His Own,2007-12-31 00:00:00,2
293,A Frolic of His Own,2008-12-31 00:00:00,5
294,A Frolic of His Own,2009-12-31 00:00:00,2
295,A Frolic of His Own,2011-12-31 00:00:00,3
296,A Frolic of His Own,2012-12-31 00:00:00,7
297,A Frolic of His Own,2013-12-31 00:00:00,10
298,A Frolic of His Own,2014-12-31 00:00:00,5
299,A Frolic of His Own,2015-12-31 00:00:00,6
300,A Frolic of His Own,2016-12-31 00:00:00,4
301,A Mulher Invisível,2011-12-31 00:00:00,22
302,A Mulher Invisível,2012-12-31 00:00:00,8
303,A Mulher Invisível,2013-12-31 00:00:00,7
304,A Mulher Invisível,2014-12-31 00:00:00,5
305,A Mulher Invisível,2015-12-31 00:00:00,2
306,A Mulher Invisível,2016-12-31 00:00:00,1
307,Abba Kompaneyets,2013-12-31 00:00:00,4
308,Abba Kompaneyets,2014-12-31 00:00:00,1
309,Abba Kompaneyets,2015-12-31 00:00:00,1
310,Abbo (bishop of Soissons),2013-12-31 00:00:00,3
311,Abbo (bishop of Soissons),2015-12-31 00:00:00,1
312,Abbo (bishop of Soissons),2016-12-31 00:00:00,1
313,Abu al-Abbas al-Nabati,2012-12-31 00:00:00,20
314,Abu al-Abbas al-Nabati,2013-12-31 00:00:00,24
315,Abu al-Abbas al-Nabati,2015-12-31 00:00:00,1
316,Abu al-Abbas al-Nabati,2016-12-31 00:00:00,2
317,Abu al-Hassan al-Amiri,2007-12-31 00:00:00,9
318,Abu al-Hassan al-Amiri,2008-12-31 00:00:00,2
319,Abu al-Hassan al-Amiri,2009-12-31 00:00:00,13
320,Abu al-Hassan al-Amiri,2010-12-31 00:00:00,5
321,Abu al-Hassan al-Amiri,2011-12-31 00:00:00,14
322,Abu al-Hassan al-Amiri,2012-12-31 00:00:00,5
323,Abu al-Hassan al-Amiri,2013-12-31 00:00:00,3
324,Abu al-Hassan al-Amiri,2014-12-31 00:00:00,2
325,Abu al-Hassan al-Amiri,2015-12-31 00:00:00,3
326,Abu al-Hassan al-Amiri,2016-12-31 00:00:00,3
327,"Acalmani (Ayutla de los Libres), Guerrero",2010-12-31 00:00:00,6
328,"Acalmani (Ayutla de los Libres), Guerrero",2011-12-31 00:00:00,1
329,"Acalmani (Ayutla de los Libres), Guerrero",2014-12-31 00:00:00,1
330,"Acalmani (Ayutla de los Libres), Guerrero",2015-12-31 00:00:00,1
331,Achhalda,2006-12-31 00:00:00,5
332,Achhalda,2007-12-31 00:00:00,6
333,Achhalda,2008-12-31 00:00:00,3
334,Achhalda,2009-12-31 00:00:00,5
335,Achhalda,2010-12-31 00:00:00,4
336,Achhalda,2011-12-31 00:00:00,5
337,Achhalda,2012-12-31 00:00:00,3
338,Achhalda,2013-12-31 00:00:00,2
339,Achhalda,2014-12-31 00:00:00,1
340,Achhalda,2015-12-31 00:00:00,1
341,Achhalda,2016-12-31 00:00:00,1
342,Acilius (genus),2008-12-31 00:00:00,2
343,Acilius (genus),2009-12-31 00:00:00,3
344,Acilius (genus),2010-12-31 00:00:00,2
345,Acilius (genus),2011-12-31 00:00:00,3
346,Acilius (genus),2012-12-31 00:00:00,3
347,Acilius (genus),2013-12-31 00:00:00,1
348,Acilius (genus),2015-12-31 00:00:00,1
349,Adam Lam,2011-12-31 00:00:00,6
350,Adam Lam,2012-12-31 00:00:00,2
351,Adam Lam,2013-12-31 00:00:00,5
352,Adam Lam,2014-12-31 00:00:00,10
353,Adam Lam,2015-12-31 00:00:00,3
354,Adam Lam,2016-12-31 00:00:00,2
355,Adam Pietrasik,2013-12-31 00:00:00,1
356,Adam Pietrasik,2015-12-31 00:00:00,2
357,Adolphe Monod,2003-12-31 00:00:00,1
358,Adolphe Monod,2004-12-31 00:00:00,3
359,Adolphe Monod,2005-12-31 00:00:00,6
360,Adolphe Monod,2006-12-31 00:00:00,11
361,Adolphe Monod,2007-12-31 00:00:00,4
362,Adolphe Monod,2008-12-31 00:00:00,2
363,Adolphe Monod,2009-12-31 00:00:00,4
364,Adolphe Monod,2010-12-31 00:00:00,2
365,Adolphe Monod,2011-12-31 00:00:00,3
366,Adolphe Monod,2012-12-31 00:00:00,4
367,Adolphe Monod,2013-12-31 00:00:00,8
368,Adolphe Monod,2014-12-31 00:00:00,9
369,Adolphe Monod,2015-12-31 00:00:00,2
370,Adolphe Monod,2016-12-31 00:00:00,1
371,Advance Australia Party,2007-12-31 00:00:00,9
372,Advance Australia Party,2008-12-31 00:00:00,4
373,Advance Australia Party,2010-12-31 00:00:00,3
374,Advance Australia Party,2011-12-31 00:00:00,3
375,Advance Australia Party,2012-12-31 00:00:00,1
376,Advance Australia Party,2013-12-31 00:00:00,1
377,Advance Australia Party,2014-12-31 00:00:00,1
378,Advance Australia Party,2015-12-31 00:00:00,2
379,Advance Australia Party,2016-12-31 00:00:00,5
380,Aechmea eurycorymbus,2009-12-31 00:00:00,1
381,Aechmea eurycorymbus,2013-12-31 00:00:00,2
382,Aechmea eurycorymbus,2014-12-31 00:00:00,2
383,Aechmea eurycorymbus,2015-12-31 00:00:00,1
384,Aechmea eurycorymbus,2016-12-31 00:00:00,1
385,Aechmea sphaerocephala,2009-12-31 00:00:00,1
386,Aechmea sphaerocephala,2010-12-31 00:00:00,1
387,Aechmea sphaerocephala,2011-12-31 00:00:00,1
388,Aechmea sphaerocephala,2012-12-31 00:00:00,1
389,Aechmea sphaerocephala,2013-12-31 00:00:00,2
390,Aechmea sphaerocephala,2014-12-31 00:00:00,2
391,Aechmea sphaerocephala,2015-12-31 00:00:00,1
392,Aeolian (album),2007-12-31 00:00:00,20
393,Aeolian (album),2008-12-31 00:00:00,15
394,Aeolian (album),2010-12-31 00:00:00,6
395,Aeolian (album),2011-12-31 00:00:00,7
396,Aeolian (album),2012-12-31 00:00:00,2
397,Aeolian (album),2013-12-31 00:00:00,9
398,Aeolian (album),2014-12-31 00:00:00,3
399,Aeolian (album),2015-12-31 00:00:00,1
400,Aeolian (album),2016-12-31 00:00:00,1
401,Afshjerd,2013-12-31 00:00:00,1
402,Agribusiness Teaching Center,2012-12-31 00:00:00,35
403,Agribusiness Teaching Center,2013-12-31 00:00:00,4
404,Agribusiness Teaching Center,2014-12-31 00:00:00,59
405,Agribusiness Teaching Center,2015-12-31 00:00:00,6
406,Agribusiness Teaching Center,2016-12-31 00:00:00,2
407,Ahmad Salim,2007-12-31 00:00:00,6
408,Ahmad Salim,2008-12-31 00:00:00,2
409,Ahmad Salim,2009-12-31 00:00:00,6
410,Ahmad Salim,2010-12-31 00:00:00,3
411,Ahmad Salim,2011-12-31 00:00:00,8
412,Ahmad Salim,2012-12-31 00:00:00,3
413,Ahmad Salim,2013-12-31 00:00:00,3
414,Ahmad Salim,2014-12-31 00:00:00,1
415,Ahmad Salim,2015-12-31 00:00:00,1
416,Ahmad Salim,2016-12-31 00:00:00,1
417,Ahmed Hamdy,2015-12-31 00:00:00,2
418,Ahmed Hamdy,2016-12-31 00:00:00,1
419,Aircraft Mechanics Fraternal Association,2005-12-31 00:00:00,9
420,Aircraft Mechanics Fraternal Association,2006-12-31 00:00:00,63
421,Aircraft Mechanics Fraternal Association,2007-12-31 00:00:00,11
422,Aircraft Mechanics Fraternal Association,2008-12-31 00:00:00,10
423,Aircraft Mechanics Fraternal Association,2009-12-31 00:00:00,4
424,Aircraft Mechanics Fraternal Association,2010-12-31 00:00:00,5
425,Aircraft Mechanics Fraternal Association,2011-12-31 00:00:00,4
426,Aircraft Mechanics Fraternal Association,2012-12-31 00:00:00,3
427,Aircraft Mechanics Fraternal Association,2013-12-31 00:00:00,1
428,Aircraft Mechanics Fraternal Association,2014-12-31 00:00:00,2
429,Aircraft Mechanics Fraternal Association,2015-12-31 00:00:00,1
430,Aircraft Mechanics Fraternal Association,2016-12-31 00:00:00,4
431,Aivars Lazdenieks,2009-12-31 00:00:00,4
432,Aivars Lazdenieks,2010-12-31 00:00:00,2
433,Aivars Lazdenieks,2011-12-31 00:00:00,2
434,Aivars Lazdenieks,2012-12-31 00:00:00,3
435,Aivars Lazdenieks,2013-12-31 00:00:00,2
436,Aivars Lazdenieks,2015-12-31 00:00:00,1
437,Aivars Lazdenieks,2016-12-31 00:00:00,4
438,"Aix, Nord",2008-12-31 00:00:00,11
439,"Aix, Nord",2009-12-31 00:00:00,7
440,"Aix, Nord",2010-12-31 00:00:00,9
441,"Aix, Nord",2011-12-31 00:00:00,5
442,"Aix, Nord",2012-12-31 00:00:00,10
443,"Aix, Nord",2013-12-31 00:00:00,1
444,"Aix, Nord",2014-12-31 00:00:00,2
445,"Aix, Nord",2016-12-31 00:00:00,1
446,"Ajjanahalli, Arsikere",2009-12-31 00:00:00,4
447,"Ajjanahalli, Arsikere",2010-12-31 00:00:00,1
448,"Ajjanahalli, Arsikere",2013-12-31 00:00:00,1
449,"Ajjanahalli, Arsikere",2014-12-31 00:00:00,1
450,"Ajjanahalli, Arsikere",2016-12-31 00:00:00,1
451,Akagawa Motoyasu,2007-12-31 00:00:00,6
452,Akagawa Motoyasu,2008-12-31 00:00:00,15
453,Akagawa Motoyasu,2009-12-31 00:00:00,2
454,Akagawa Motoyasu,2010-12-31 00:00:00,3
455,Akagawa Motoyasu,2012-12-31 00:00:00,4
456,Akagawa Motoyasu,2013-12-31 00:00:00,2
457,Akagawa Motoyasu,2015-12-31 00:00:00,1
458,Akagawa Motoyasu,2016-12-31 00:00:00,1
459,"Akbarabad, Tuyserkan",2013-12-31 00:00:00,4
460,Alan Ford (actor),2004-12-31 00:00:00,2
461,Alan Ford (actor),2005-12-31 00:00:00,8
462,Alan Ford (actor),2006-12-31 00:00:00,20
463,Alan Ford (actor),2007-12-31 00:00:00,24
464,Alan Ford (actor),2008-12-31 00:00:00,12
465,Alan Ford (actor),2009-12-31 00:00:00,11
466,Alan Ford (actor),2010-12-31 00:00:00,27
467,Alan Ford (actor),2011-12-31 00:00:00,62
468,Alan Ford (actor),2012-12-31 00:00:00,37
469,Alan Ford (actor),2013-12-31 00:00:00,34
470,Alan Ford (actor),2014-12-31 00:00:00,11
